record_id,article_id,query,response,model_id,story_path,coherence_gold,consistency_gold
cnn-test-d75b043ebefc3098aea84d92bb8bec0f509b1563__M22,cnn-test-d75b043ebefc3098aea84d92bb8bec0f509b1563,Summarize the article.,"Eight Iranian border guards have been killed in clashes with militants near the border with Pakistan . A militant group called Jaish al Adal claimed responsibility for the attack , according to Iranian state media . The Pakistani government condemned Monday 's attack , calling it an `` act of terrorism ''",M22,cnn/stories/d75b043ebefc3098aea84d92bb8bec0f509b1563.story,4.333,5.0
dm-test-096e418a953af86df0d1560bec95bc7bfee2e34b__M0,dm-test-096e418a953af86df0d1560bec95bc7bfee2e34b,Summarize the article.,"porto 's defence was not the only thing to be ripped apart at the allianz arena on tuesday night as a jubilant bayern munich manager pep guardiola was left with a hole in his trousers . guardiola managed to tear the left trouser leg of his grey garments during an incredibly exciting night for bayern , who led their opponents 5-0 at half-time . the spanish tactician 's underwear was on show after the incident , and he joked after the champions league clash : ` i 'll have to buy new ones for the next match . '",M0,dailymail/stories/096e418a953af86df0d1560bec95bc7bfee2e34b.story,3.667,5.0
cnn-test-e2bccd4dec93c9bb7b327827dae004c2d494ec31__M0,cnn-test-e2bccd4dec93c9bb7b327827dae004c2d494ec31,Summarize the article.,"-lrb- cnn -rrb- the classic video game `` space invaders '' was developed in japan back in the late 1970 's -- and now their real-life counterparts are the topic of an earnest political discussion in japan 's corridors of power . luckily , japanese can sleep soundly in their beds tonight as the government 's top military official earnestly revealed that the country 's air self defense force -lrb- asdf -rrb- had never encountered an extraterrestrial unidentified flying object . responding to a query from flamboyant former wrestler-turned-lawmaker antonio inoki , defense minister gen nakatani told the diet , japan 's parliament , that his jets had , to date , never come across any ufos from outer space .",M0,cnn/stories/e2bccd4dec93c9bb7b327827dae004c2d494ec31.story,4.667,4.667
dm-test-6c1341bedf92a304318545fbf1aad88651de7909__M1,dm-test-6c1341bedf92a304318545fbf1aad88651de7909,Summarize the article.,"the tottenham sensation , who has broken through into the first team , and into roy hodgson 's england side during a remarkable season , is nominated for both the pfa player and young player of the season . and now the spurs striker features in a clever new animation , which features some of kane 's best goals , and celebrations from the season . harry kane celebrates yet another goal during what has been an incredible season for the young striker .",M1,dailymail/stories/6c1341bedf92a304318545fbf1aad88651de7909.story,2.333,5.0
dm-test-3ba3bde4a1440134bb38ec22ba50db59986b544c__M2,dm-test-3ba3bde4a1440134bb38ec22ba50db59986b544c,Summarize the article.,"liverpool manager brendan rodgers has reminded raheem sterling and jordon ibe about their professional responsibilities and urged them to learn from a chastening week . sterling , the england international who will lead liverpool 's line at wembley on sunday in the absence of the injured daniel sturridge , was exposed for inhaling the legal high nitrous oxide on monday . ` it is difficult .",M2,dailymail/stories/3ba3bde4a1440134bb38ec22ba50db59986b544c.story,2.667,5.0
dm-test-8bc8f134bc3ceaeec0df8f29e96e13d319717ab8__M10,dm-test-8bc8f134bc3ceaeec0df8f29e96e13d319717ab8,Summarize the article.,luis enrique only took charge of the club last summer . josep maria bartemou says the club are ` very happy ' with him . the 44-year-old took only six games away from winning the title .,M10,dailymail/stories/8bc8f134bc3ceaeec0df8f29e96e13d319717ab8.story,3.0,4.333
dm-test-9b1af0f993d78353ebd56a1b180e882e751527b3__M9,dm-test-9b1af0f993d78353ebd56a1b180e882e751527b3,Summarize the article.,"aaron siler , 26 , was fatally shot after he ` armed himself with a weapon ' torres is on leave pending the outcome of the investigation into the deadly shooting . aaron siler was shot dead by police last month . siler 's family called the billboard ` disrespectful ' and are asking for it be taken down . family and friends of man shot dead by police last month are in shock .",M9,dailymail/stories/9b1af0f993d78353ebd56a1b180e882e751527b3.story,2.333,5.0
dm-test-2cfc33d01364162579f46b2764914a03a29453ce__M13,dm-test-2cfc33d01364162579f46b2764914a03a29453ce,Summarize the article.,"mesut ozil took to instagram to show off his new apple watch . the 26-year-old was the beneficiary of the timepiece - which ranges in price from # 299 to # 13,500 . ozil compared his watch to tv character michael knight in the hit action show knight rider . ozil appears in awe of the device - which will be released on general sale on friday .",M13,dailymail/stories/2cfc33d01364162579f46b2764914a03a29453ce.story,4.0,5.0
dm-test-0783c68a744df6afa009d16e72709f2b4d90dea1__M2,dm-test-0783c68a744df6afa009d16e72709f2b4d90dea1,Summarize the article.,"usain bolt will compete at the iaaf/btc world relays in the bahamas next month , the jamaica athletics administrative association has announced . the six-time olympic gold medallist will compete at the relay championship on may 2 and 3 as part of the jamaican team . usain bolt has confirmed he will be part of jamaica 's team at the world relays in the bahamas .",M2,dailymail/stories/0783c68a744df6afa009d16e72709f2b4d90dea1.story,2.667,5.0
cnn-test-4761dc6d8bdf56b9ada97104113dd1bcf4aed3f1__M11,cnn-test-4761dc6d8bdf56b9ada97104113dd1bcf4aed3f1,Summarize the article.,"north pacific gray whale has earned a spot in the record for the longest migration of a mammal ever recorded . the whale , named varvara , swam nearly 14,000 miles from the guinness worlds records . the record was set by a whale whale whale that swam a mere 10,190-mile round trip . the north coast of mexico is russian for `` barbara '' '' .",M11,cnn/stories/4761dc6d8bdf56b9ada97104113dd1bcf4aed3f1.story,1.333,1.333
dm-test-bd4684a0f5af5dd6ac88d2fb50f902bd7f10217b__M12,dm-test-bd4684a0f5af5dd6ac88d2fb50f902bd7f10217b,Summarize the article.,radamel falcao spent eight years with the argentine side before leaving for porto in 2009 and river plate are open to falcao . the colombia forward spent four premier league goals and it remains to be seen whether united will exercise the option to keep the frontman or whether he will return to monaco .,M12,dailymail/stories/bd4684a0f5af5dd6ac88d2fb50f902bd7f10217b.story,1.667,4.667
dm-test-4e0de0ec6d5b9df174f54d03158de8f30aac861f__M9,dm-test-4e0de0ec6d5b9df174f54d03158de8f30aac861f,Summarize the article.,mesut ozil posted a picture on twitter after returning to london . the german star was in fine form as the world cup winners beat georgia 2-0 . germany beat gerogia 2-0 in a euro 2016 qualifier on sunday . the midfielder was signed for # 42.5 million from real madrid .,M9,dailymail/stories/4e0de0ec6d5b9df174f54d03158de8f30aac861f.story,2.0,5.0
dm-test-207df192edc1836250b69d1bc5b9e6a38206eb78__M22,dm-test-207df192edc1836250b69d1bc5b9e6a38206eb78,Summarize the article.,"Finnish researchers compared weight and height of more than 12,000 healthy two year old with records on antibiotic prescription . By two years-old , one in five boys and one in ten girls was overweight or obese . Repeated prescriptions before the age of two also raised odds of being a fat toddler .",M22,dailymail/stories/207df192edc1836250b69d1bc5b9e6a38206eb78.story,4.0,5.0
dm-test-b5925c1a02fa9a8f6b1d5ad764c19a732deac0df__M15,dm-test-b5925c1a02fa9a8f6b1d5ad764c19a732deac0df,Summarize the article.,"the clip shows a large croc calmly moving through the marina in the tourist hotspot of puerto vallarta , in mexico . new zealander tim weston was on holiday in puerto vallarta with his wife when the attack happened . mr weston told daily mail australia the dog belonged to the local bike shop 's owner .",M15,dailymail/stories/b5925c1a02fa9a8f6b1d5ad764c19a732deac0df.story,3.667,5.0
dm-test-bd4684a0f5af5dd6ac88d2fb50f902bd7f10217b__M14,dm-test-bd4684a0f5af5dd6ac88d2fb50f902bd7f10217b,Summarize the article.,radamel falcao spent eight years with the argentine side before leaving for porto in 2009 and river plate are open to equal colombia 's all-time goalscoring record with 24 goals . falcao scored 34 goals in 90 appearances for the argentine club during his four seasons in the first team .,M14,dailymail/stories/bd4684a0f5af5dd6ac88d2fb50f902bd7f10217b.story,1.667,4.333
dm-test-3ba3bde4a1440134bb38ec22ba50db59986b544c__M11,dm-test-3ba3bde4a1440134bb38ec22ba50db59986b544c,Summarize the article.,brendan rodgers says raheem sterling and jordon ibe . the england international will lead liverpool 's line at wembley on sunday . daniel sturridge was exposed to inhaling the legal high nitrous oxide on monday . the liverpool manager brendan rodgers wants to draw a line under the matter .,M11,dailymail/stories/3ba3bde4a1440134bb38ec22ba50db59986b544c.story,2.0,1.667
dm-test-36352fd1c61fd0c593ee7b84cbe213aa9b444439__M8,dm-test-36352fd1c61fd0c593ee7b84cbe213aa9b444439,Summarize the article.,"vanessa santillan 's body was found in a £400,000 flat in fulham , south west london . the 33-year-old mexican national , who worked as a transgender escort , died as a result of injuries to the head and neck . police did not confirm whether her profession was central to the investigation but insisted they would do ' everything ' to solve the case .",M8,dailymail/stories/36352fd1c61fd0c593ee7b84cbe213aa9b444439.story,4.333,5.0
dm-test-2c6695b438980783754f7db28129ec2fbb3e6e21__M13,dm-test-2c6695b438980783754f7db28129ec2fbb3e6e21,Summarize the article.,"kevin rebbie , 56 , of limerick township , pennsylvania , faces several charges , including aggravated indecent assault , unlawful contact with a minor , sexual abuse of children and invasion of privacy . the investigation began when a 15-year-old girl found a hidden camera under the sink in a bathroom in her limerick township home in march . kevin rebbie , 56 , of limerick township , pennsylvania , was arrested after a 15-year-old girl found a hidden camera in her bathroom .",M13,dailymail/stories/2c6695b438980783754f7db28129ec2fbb3e6e21.story,3.667,4.667
dm-test-b5bc2ae78441e4ac08fb01823d5fc0f1627c3166__M10,dm-test-b5bc2ae78441e4ac08fb01823d5fc0f1627c3166,Summarize the article.,kevin pietersen set for the surrey team photo shoot for surrey on april 19 . the batsman has been axed as england 's managing director before the start of the county championship season . pietersen has been at the kia oval for the photo session on wednesday .,M10,dailymail/stories/b5bc2ae78441e4ac08fb01823d5fc0f1627c3166.story,1.333,1.667
dm-test-998cb27197db1fd299aff3322ac041ba4bf1148f__M2,dm-test-998cb27197db1fd299aff3322ac041ba4bf1148f,Summarize the article.,doncaster 's league one encounter against fleetwood tested the patience of the most ardent fan . doncaster 's media team faced a tough challenge compling the match highlights of 0-0 draw . the managers on the touchline during saturday 's goalless draw at the keepmoat stadium .,M2,dailymail/stories/998cb27197db1fd299aff3322ac041ba4bf1148f.story,1.667,5.0
dm-test-d296270ab4a4cf20f2d9c1aae7514687806f2b35__M11,dm-test-d296270ab4a4cf20f2d9c1aae7514687806f2b35,Summarize the article.,"the custom-built boeing 747 is believed to have cost its ultra-wealthy owner # 400million . it contains a large dining room where passengers can enjoy meals cooked in an adjoining kitchen . it boasts a bedrooms , multiple rooms and a lounge and ` state room ' at the back of the plane . more sleeping space is provided in the ` aeroloft ' on the top deck of the vessel , with eight full beds for passengers . it is the lounge on board a custom-built boeing 747-8 . the jet will be able to fit dozens of guests .",M11,dailymail/stories/d296270ab4a4cf20f2d9c1aae7514687806f2b35.story,2.667,5.0
dm-test-97bbda7ec22a736cd174b51513c72a6372d13d35__M13,dm-test-97bbda7ec22a736cd174b51513c72a6372d13d35,Summarize the article.,"13 letters were expected to bring in anywhere from $ 300,000 to $ 600,000 , but received no bids at a sotheby 's auction wednesday . the current owner of the signage is yankee hall of famer reggie jackson , who purchased the 10-feet-tall letters for $ 260,000 . the letters had beamed from atop yankee stadium near grand concourse in the bronx since 1976 .",M13,dailymail/stories/97bbda7ec22a736cd174b51513c72a6372d13d35.story,3.667,4.333
dm-test-e06ff0eb7c4fa4416fda84a9a239b15480c5a9d9__M8,dm-test-e06ff0eb7c4fa4416fda84a9a239b15480c5a9d9,Summarize the article.,"'rich' , who lives in humpty doo , northern territory , detailed his dream girl on gumtree . the 31-year-old 's advertisement included a list of requirements in his potential partner , and his potential partner would ' receive lots of benefits ' . rich ' promised ' all reasonable offers will be considered ' .",M8,dailymail/stories/e06ff0eb7c4fa4416fda84a9a239b15480c5a9d9.story,3.667,5.0
dm-test-e470f0a87d7513bf880412524332047020422c3f__M14,dm-test-e470f0a87d7513bf880412524332047020422c3f,Summarize the article.,"the dress - a jacket and full skirt ensemble - was worn in several key scenes in the 1939 movie , including when scarlett o'hara encounters rhett butler , played by clark gable .",M14,dailymail/stories/e470f0a87d7513bf880412524332047020422c3f.story,3.333,5.0
cnn-test-e49792c337d3f4c13e22f710efa44cf6a4e59aba__M11,cnn-test-e49792c337d3f4c13e22f710efa44cf6a4e59aba,Summarize the article.,dzhokhar tsarnaev was found guilty on all 30 charges he faced related to the bombings . he was sentenced to death in the 2013 race of the boston marathon bombings . the of the youngest victim of the bombings is making an appeal to take the death penalty off the table for the man convicted in the case . dzhokhar tsarnaev is sentenced to last four weeks in the edition of the landmark race .,M11,cnn/stories/e49792c337d3f4c13e22f710efa44cf6a4e59aba.story,1.667,1.333
